product,price,quantity,date,region
chartreuse morsel,$3.00 ,413,1/22/2021,east
chartreuse morsel,$3.00 ,458,1/22/2021,west
periwinkle morsel,$1.25 ,466,1/22/2021,north
periwinkle morsel,$1.25 ,474,1/22/2021,south
periwinkle morsel,$1.25 ,473,1/22/2021,east
periwinkle morsel,$1.25 ,413,1/22/2021,west
vermilion morsel,$4.99 ,473,1/22/2021,north
vermilion morsel,$4.99 ,487,1/22/2021,south
vermilion morsel,$4.99 ,475,1/22/2021,east
vermilion morsel,$4.99 ,403,1/22/2021,west
lapis morsel,$1.99 ,496,1/22/2021,north
lapis morsel,$1.99 ,487,1/22/2021,south
lapis morsel,$1.99 ,485,1/22/2021,east
lapis morsel,$1.99 ,485,1/22/2021,west
pink morsel,$5.00 ,405,1/23/2021,north
pink morsel,$5.00 ,417,1/23/2021,south
pink morsel,$5.00 ,484,1/23/2021,east
pink morsel,$5.00 ,435,1/23/2021,west
gold morsel,$9.99 ,463,1/23/2021,north
gold morsel,$9.99 ,463,1/23/2021,south
gold morsel,$9.99 ,469,1/23/2021,east
gold morsel,$9.99 ,431,1/23/2021,west
magenta morsel,$2.50 ,404,1/23/2021,north
magenta morsel,$2.50 ,450,1/23/2021,south
magenta morsel,$2.50 ,448,1/23/2021,east
magenta morsel,$2.50 ,448,1/23/2021,west
chartreuse morsel,$3.00 ,417,1/23/2021,north
chartreuse morsel,$3.00 ,483,1/23/2021,south
chartreuse morsel,$3.00 ,480,1/23/2021,east
chartreuse morsel,$3.00 ,458,1/23/2021,west
periwinkle morsel,$1.25 ,498,1/23/2021,north
periwinkle morsel,$1.25 ,401,1/23/2021,south
periwinkle morsel,$1.25 ,445,1/23/2021,east
periwinkle morsel,$1.25 ,493,1/23/2021,west
vermilion morsel,$4.99 ,434,1/23/2021,north
vermilion morsel,$4.99 ,414,1/23/2021,south
vermilion morsel,$4.99 ,488,1/23/2021,east
vermilion morsel,$4.99 ,485,1/23/2021,west
lapis morsel,$1.99 ,435,1/23/2021,north
lapis morsel,$1.99 ,444,1/23/2021,south
lapis morsel,$1.99 ,414,1/23/2021,east
lapis morsel,$1.99 ,436,1/23/2021,west
pink morsel,$5.00 ,403,1/24/2021,north
pink morsel,$5.00 ,489,1/24/2021,south
pink morsel,$5.00 ,451,1/24/2021,east
pink morsel,$5.00 ,417,1/24/2021,west
gold morsel,$9.99 ,409,1/24/2021,north
gold morsel,$9.99 ,483,1/24/2021,south
gold morsel,$9.99 ,442,1/24/2021,east
gold morsel,$9.99 ,424,1/24/2021,west
magenta morsel,$2.50 ,489,1/24/2021,north
magenta morsel,$2.50 ,464,1/24/2021,south
magenta morsel,$2.50 ,420,1/24/2021,east
magenta morsel,$2.50 ,430,1/24/2021,west
chartreuse morsel,$3.00 ,444,1/24/2021,north
chartreuse morsel,$3.00 ,451,1/24/2021,south
chartreuse morsel,$3.00 ,445,1/24/2021,east
chartreuse morsel,$3.00 ,438,1/24/2021,west
periwinkle morsel,$1.25 ,490,1/24/2021,north
periwinkle morsel,$1.25 ,465,1/24/2021,south
periwinkle morsel,$1.25 ,438,1/24/2021,east
periwinkle morsel,$1.25 ,486,1/24/2021,west
vermilion morsel,$4.99 ,425,1/24/2021,north
vermilion morsel,$4.99 ,478,1/24/2021,south
vermilion morsel,$4.99 ,457,1/24/2021,east
vermilion morsel,$4.99 ,455,1/24/2021,west
lapis morsel,$1.99 ,403,1/24/2021,north
lapis morsel,$1.99 ,455,1/24/2021,south
lapis morsel,$1.99 ,444,1/24/2021,east
lapis morsel,$1.99 ,469,1/24/2021,west
pink morsel,$5.00 ,442,1/25/2021,north
pink morsel,$5.00 ,429,1/25/2021,south
pink morsel,$5.00 ,440,1/25/2021,east
pink morsel,$5.00 ,432,1/25/2021,west
gold morsel,$9.99 ,435,1/25/2021,north
gold morsel,$9.99 ,478,1/25/2021,south
gold morsel,$9.99 ,442,1/25/2021,east
gold morsel,$9.99 ,480,1/25/2021,west
magenta morsel,$2.50 ,404,1/25/2021,north
magenta morsel,$2.50 ,430,1/25/2021,south
magenta morsel,$2.50 ,453,1/25/2021,east
magenta morsel,$2.50 ,447,1/25/2021,west
chartreuse morsel,$3.00 ,409,1/25/2021,north
chartreuse morsel,$3.00 ,487,1/25/2021,south
chartreuse morsel,$3.00 ,457,1/25/2021,east
chartreuse morsel,$3.00 ,491,1/25/2021,west
periwinkle morsel,$1.25 ,424,1/25/2021,north
periwinkle morsel,$1.25 ,483,1/25/2021,south
periwinkle morsel,$1.25 ,422,1/25/2021,east
periwinkle morsel,$1.25 ,432,1/25/2021,west
vermilion morsel,$4.99 ,497,1/25/2021,north
vermilion morsel,$4.99 ,441,1/25/2021,south
vermilion morsel,$4.99 ,402,1/25/2021,east
vermilion morsel,$4.99 ,418,1/25/2021,west
lapis morsel,$1.99 ,497,1/25/2021,north
lapis morsel,$1.99 ,485,1/25/2021,south
lapis morsel,$1.99 ,499,1/25/2021,east
lapis morsel,$1.99 ,448,1/25/2021,west
pink morsel,$5.00 ,410,1/26/2021,north
pink morsel,$5.00 ,456,1/26/2021,south
pink morsel,$5.00 ,433,1/26/2021,east
pink morsel,$5.00 ,469,1/26/2021,west
gold morsel,$9.99 ,433,1/26/2021,north
gold morsel,$9.99 ,425,1/26/2021,south
gold morsel,$9.99 ,403,1/26/2021,east
gold morsel,$9.99 ,444,1/26/2021,west
magenta morsel,$2.50 ,462,1/26/2021,north
magenta morsel,$2.50 ,494,1/26/2021,south
magenta morsel,$2.50 ,471,1/26/2021,east
magenta morsel,$2.50 ,471,1/26/2021,west
chartreuse morsel,$3.00 ,489,1/26/2021,north
chartreuse morsel,$3.00 ,484,1/26/2021,south
chartreuse morsel,$3.00 ,429,1/26/2021,east
chartreuse morsel,$3.00 ,486,1/26/2021,west
periwinkle morsel,$1.25 ,423,1/26/2021,north
periwinkle morsel,$1.25 ,459,1/26/2021,south
periwinkle morsel,$1.25 ,457,1/26/2021,east
periwinkle morsel,$1.25 ,479,1/26/2021,west
vermilion morsel,$4.99 ,421,1/26/2021,north
vermilion morsel,$4.99 ,469,1/26/2021,south
vermilion morsel,$4.99 ,477,1/26/2021,east
vermilion morsel,$4.99 ,458,1/26/2021,west
lapis morsel,$1.99 ,428,1/26/2021,north
lapis morsel,$1.99 ,451,1/26/2021,south
lapis morsel,$1.99 ,463,1/26/2021,east
lapis morsel,$1.99 ,455,1/26/2021,west
pink morsel,$5.00 ,400,1/27/2021,north
pink morsel,$5.00 ,402,1/27/2021,south
pink morsel,$5.00 ,412,1/27/2021,east
pink morsel,$5.00 ,404,1/27/2021,west
gold morsel,$9.99 ,495,1/27/2021,north
gold morsel,$9.99 ,434,1/27/2021,south
gold morsel,$9.99 ,443,1/27/2021,east
gold morsel,$9.99 ,460,1/27/2021,west
magenta morsel,$2.50 ,402,1/27/2021,north
magenta morsel,$2.50 ,479,1/27/2021,south
magenta morsel,$2.50 ,480,1/27/2021,east
magenta morsel,$2.50 ,447,1/27/2021,west
chartreuse morsel,$3.00 ,417,1/27/2021,north
chartreuse morsel,$3.00 ,490,1/27/2021,south
chartreuse morsel,$3.00 ,423,1/27/2021,east
chartreuse morsel,$3.00 ,475,1/27/2021,west
periwinkle morsel,$1.25 ,482,1/27/2021,north
periwinkle morsel,$1.25 ,497,1/27/2021,south
periwinkle morsel,$1.25 ,420,1/27/2021,east
periwinkle morsel,$1.25 ,411,1/27/2021,west
vermilion morsel,$4.99 ,425,1/27/2021,north
vermilion morsel,$4.99 ,430,1/27/2021,south
vermilion morsel,$4.99 ,424,1/27/2021,east
vermilion morsel,$4.99 ,422,1/27/2021,west
lapis morsel,$1.99 ,412,1/27/2021,north
lapis morsel,$1.99 ,413,1/27/2021,south
lapis morsel,$1.99 ,434,1/27/2021,east
lapis morsel,$1.99 ,484,1/27/2021,west
pink morsel,$5.00 ,428,1/28/2021,north
pink morsel,$5.00 ,462,1/28/2021,south
pink morsel,$5.00 ,457,1/28/2021,east
pink morsel,$5.00 ,401,1/28/2021,west
gold morsel,$9.99 ,405,1/28/2021,north
gold morsel,$9.99 ,465,1/28/2021,south
gold morsel,$9.99 ,402,1/28/2021,east
gold morsel,$9.99 ,472,1/28/2021,west
magenta morsel,$2.50 ,473,1/28/2021,north
magenta morsel,$2.50 ,415,1/28/2021,south
magenta morsel,$2.50 ,409,1/28/2021,east
magenta morsel,$2.50 ,454,1/28/2021,west
chartreuse morsel,$3.00 ,434,1/28/2021,north
chartreuse morsel,$3.00 ,456,1/28/2021,south
chartreuse morsel,$3.00 ,414,1/28/2021,east
chartreuse morsel,$3.00 ,438,1/28/2021,west
periwinkle morsel,$1.25 ,413,1/28/2021,north
periwinkle morsel,$1.25 ,447,1/28/2021,south
periwinkle morsel,$1.25 ,476,1/28/2021,east
periwinkle morsel,$1.25 ,481,1/28/2021,west
vermilion morsel,$4.99 ,434,1/28/2021,north
vermilion morsel,$4.99 ,441,1/28/2021,south
vermilion morsel,$4.99 ,414,1/28/2021,east
vermilion morsel,$4.99 ,423,1/28/2021,west
lapis morsel,$1.99 ,462,1/28/2021,north
lapis morsel,$1.99 ,461,1/28/2021,south
lapis morsel,$1.99 ,495,1/28/2021,east
lapis morsel,$1.99 ,469,1/28/2021,west
pink morsel,$5.00 ,459,1/29/2021,north
pink morsel,$5.00 ,439,1/29/2021,south
pink morsel,$5.00 ,493,1/29/2021,east
pink morsel,$5.00 ,419,1/29/2021,west
gold morsel,$9.99 ,493,1/29/2021,north
gold morsel,$9.99 ,486,1/29/2021,south
gold morsel,$9.99 ,409,1/29/2021,east
gold morsel,$9.99 ,485,1/29/2021,west
magenta morsel,$2.50 ,470,1/29/2021,north
magenta morsel,$2.50 ,478,1/29/2021,south
magenta morsel,$2.50 ,428,1/29/2021,east
magenta morsel,$2.50 ,463,1/29/2021,west
chartreuse morsel,$3.00 ,440,1/29/2021,north
chartreuse morsel,$3.00 ,422,1/29/2021,south
chartreuse morsel,$3.00 ,460,1/29/2021,east
chartreuse morsel,$3.00 ,400,1/29/2021,west
periwinkle morsel,$1.25 ,431,1/29/2021,north
periwinkle morsel,$1.25 ,466,1/29/2021,south
periwinkle morsel,$1.25 ,476,1/29/2021,east
periwinkle morsel,$1.25 ,402,1/29/2021,west
vermilion morsel,$4.99 ,455,1/29/2021,north
vermilion morsel,$4.99 ,482,1/29/2021,south
vermilion morsel,$4.99 ,405,1/29/2021,east
vermilion morsel,$4.99 ,494,1/29/2021,west
lapis morsel,$1.99 ,423,1/29/2021,north
lapis morsel,$1.99 ,415,1/29/2021,south
lapis morsel,$1.99 ,439,1/29/2021,east
lapis morsel,$1.99 ,437,1/29/2021,west
pink morsel,$5.00 ,480,1/30/2021,north
pink morsel,$5.00 ,458,1/30/2021,south
pink morsel,$5.00 ,474,1/30/2021,east
pink morsel,$5.00 ,433,1/30/2021,west
gold morsel,$9.99 ,405,1/30/2021,north
gold morsel,$9.99 ,418,1/30/2021,south
gold morsel,$9.99 ,415,1/30/2021,east
gold morsel,$9.99 ,432,1/30/2021,west
magenta morsel,$2.50 ,423,1/30/2021,north
magenta morsel,$2.50 ,495,1/30/2021,south
magenta morsel,$2.50 ,461,1/30/2021,east
magenta morsel,$2.50 ,414,1/30/2021,west
chartreuse morsel,$3.00 ,493,1/30/2021,north
chartreuse morsel,$3.00 ,418,1/30/2021,south
chartreuse morsel,$3.00 ,435,1/30/2021,east
chartreuse morsel,$3.00 ,474,1/30/2021,west
periwinkle morsel,$1.25 ,453,1/30/2021,north
periwinkle morsel,$1.25 ,405,1/30/2021,south
periwinkle morsel,$1.25 ,428,1/30/2021,east
periwinkle morsel,$1.25 ,440,1/30/2021,west
vermilion morsel,$4.99 ,481,1/30/2021,north
vermilion morsel,$4.99 ,493,1/30/2021,south
vermilion morsel,$4.99 ,420,1/30/2021,east
vermilion morsel,$4.99 ,400,1/30/2021,west
lapis morsel,$1.99 ,497,1/30/2021,north
lapis morsel,$1.99 ,470,1/30/2021,south
lapis morsel,$1.99 ,412,1/30/2021,east
lapis morsel,$1.99 ,476,1/30/2021,west
pink morsel,$5.00 ,486,1/31/2021,north
pink morsel,$5.00 ,452,1/31/2021,south
pink morsel,$5.00 ,443,1/31/2021,east
pink morsel,$5.00 ,429,1/31/2021,west
gold morsel,$9.99 ,497,1/31/2021,north
gold morsel,$9.99 ,491,1/31/2021,south
gold morsel,$9.99 ,486,1/31/2021,east
gold morsel,$9.99 ,405,1/31/2021,west
magenta morsel,$2.50 ,471,1/31/2021,north
magenta morsel,$2.50 ,413,1/31/2021,south
magenta morsel,$2.50 ,481,1/31/2021,east
magenta morsel,$2.50 ,491,1/31/2021,west
chartreuse morsel,$3.00 ,414,1/31/2021,north
chartreuse morsel,$3.00 ,474,1/31/2021,south
chartreuse morsel,$3.00 ,430,1/31/2021,east
chartreuse morsel,$3.00 ,444,1/31/2021,west
periwinkle morsel,$1.25 ,414,1/31/2021,north
periwinkle morsel,$1.25 ,441,1/31/2021,south
periwinkle morsel,$1.25 ,468,1/31/2021,east
periwinkle morsel,$1.25 ,493,1/31/2021,west
vermilion morsel,$4.99 ,422,1/31/2021,north
vermilion morsel,$4.99 ,409,1/31/2021,south
vermilion morsel,$4.99 ,441,1/31/2021,east
vermilion morsel,$4.99 ,473,1/31/2021,west
lapis morsel,$1.99 ,494,1/31/2021,north
lapis morsel,$1.99 ,443,1/31/2021,south
lapis morsel,$1.99 ,410,1/31/2021,east
lapis morsel,$1.99 ,493,1/31/2021,west
pink morsel,$5.00 ,470,2/1/2021,north
pink morsel,$5.00 ,436,2/1/2021,south
pink morsel,$5.00 ,458,2/1/2021,east
pink morsel,$5.00 ,423,2/1/2021,west
gold morsel,$9.99 ,442,2/1/2021,north
gold morsel,$9.99 ,422,2/1/2021,south
gold morsel,$9.99 ,492,2/1/2021,east
gold morsel,$9.99 ,485,2/1/2021,west
magenta morsel,$2.50 ,497,2/1/2021,north
magenta morsel,$2.50 ,444,2/1/2021,south
magenta morsel,$2.50 ,455,2/1/2021,east
magenta morsel,$2.50 ,476,2/1/2021,west
chartreuse morsel,$3.00 ,412,2/1/2021,north
chartreuse morsel,$3.00 ,412,2/1/2021,south
chartreuse morsel,$3.00 ,448,2/1/2021,east
chartreuse morsel,$3.00 ,498,2/1/2021,west
periwinkle morsel,$1.25 ,422,2/1/2021,north
periwinkle morsel,$1.25 ,478,2/1/2021,south
periwinkle morsel,$1.25 ,467,2/1/2021,east
periwinkle morsel,$1.25 ,480,2/1/2021,west
vermilion morsel,$4.99 ,500,2/1/2021,north
vermilion morsel,$4.99 ,468,2/1/2021,south
vermilion morsel,$4.99 ,490,2/1/2021,east
vermilion morsel,$4.99 ,471,2/1/2021,west
lapis morsel,$1.99 ,457,2/1/2021,north
lapis morsel,$1.99 ,491,2/1/2021,south
lapis morsel,$1.99 ,485,2/1/2021,east
lapis morsel,$1.99 ,425,2/1/2021,west
pink morsel,$5.00 ,463,2/2/2021,north
pink morsel,$5.00 ,420,2/2/2021,south
pink morsel,$5.00 ,486,2/2/2021,east
pink morsel,$5.00 ,443,2/2/2021,west
gold morsel,$9.99 ,427,2/2/2021,north
gold morsel,$9.99 ,448,2/2/2021,south
gold morsel,$9.99 ,496,2/2/2021,east
gold morsel,$9.99 ,475,2/2/2021,west
magenta morsel,$2.50 ,423,2/2/2021,north
magenta morsel,$2.50 ,440,2/2/2021,south
magenta morsel,$2.50 ,458,2/2/2021,east
magenta morsel,$2.50 ,464,2/2/2021,west
chartreuse morsel,$3.00 ,444,2/2/2021,north
chartreuse morsel,$3.00 ,422,2/2/2021,south
chartreuse morsel,$3.00 ,401,2/2/2021,east
chartreuse morsel,$3.00 ,400,2/2/2021,west
periwinkle morsel,$1.25 ,441,2/2/2021,north
periwinkle morsel,$1.25 ,423,2/2/2021,south
periwinkle morsel,$1.25 ,416,2/2/2021,east
periwinkle morsel,$1.25 ,460,2/2/2021,west
vermilion morsel,$4.99 ,467,2/2/2021,north
vermilion morsel,$4.99 ,460,2/2/2021,south
vermilion morsel,$4.99 ,403,2/2/2021,east
vermilion morsel,$4.99 ,432,2/2/2021,west
lapis morsel,$1.99 ,481,2/2/2021,north
lapis morsel,$1.99 ,479,2/2/2021,south
lapis morsel,$1.99 ,457,2/2/2021,east
lapis morsel,$1.99 ,400,2/2/2021,west
pink morsel,$5.00 ,400,2/3/2021,north
pink morsel,$5.00 ,471,2/3/2021,south
pink morsel,$5.00 ,422,2/3/2021,east
pink morsel,$5.00 ,448,2/3/2021,west
gold morsel,$9.99 ,437,2/3/2021,north
gold morsel,$9.99 ,494,2/3/2021,south
gold morsel,$9.99 ,449,2/3/2021,east
gold morsel,$9.99 ,485,2/3/2021,west
magenta morsel,$2.50 ,476,2/3/2021,north
magenta morsel,$2.50 ,469,2/3/2021,south
magenta morsel,$2.50 ,478,2/3/2021,east
magenta morsel,$2.50 ,478,2/3/2021,west
chartreuse morsel,$3.00 ,413,2/3/2021,north
chartreuse morsel,$3.00 ,449,2/3/2021,south
chartreuse morsel,$3.00 ,405,2/3/2021,east
chartreuse morsel,$3.00 ,490,2/3/2021,west
periwinkle morsel,$1.25 ,483,2/3/2021,north
periwinkle morsel,$1.25 ,403,2/3/2021,south
periwinkle morsel,$1.25 ,417,2/3/2021,east
periwinkle morsel,$1.25 ,491,2/3/2021,west
vermilion morsel,$4.99 ,499,2/3/2021,north
vermilion morsel,$4.99 ,410,2/3/2021,south
vermilion morsel,$4.99 ,479,2/3/2021,east
vermilion morsel,$4.99 ,496,2/3/2021,west
lapis morsel,$1.99 ,484,2/3/2021,north
lapis morsel,$1.99 ,498,2/3/2021,south
lapis morsel,$1.99 ,483,2/3/2021,east
lapis morsel,$1.99 ,436,2/3/2021,west
pink morsel,$5.00 ,476,2/4/2021,north
pink morsel,$5.00 ,461,2/4/2021,south
pink morsel,$5.00 ,460,2/4/2021,east
pink morsel,$5.00 ,424,2/4/2021,west
gold morsel,$9.99 ,474,2/4/2021,north
gold morsel,$9.99 ,408,2/4/2021,south
gold morsel,$9.99 ,414,2/4/2021,east
gold morsel,$9.99 ,474,2/4/2021,west
magenta morsel,$2.50 ,402,2/4/2021,north
magenta morsel,$2.50 ,478,2/4/2021,south
magenta morsel,$2.50 ,405,2/4/2021,east
magenta morsel,$2.50 ,401,2/4/2021,west
chartreuse morsel,$3.00 ,402,2/4/2021,north
chartreuse morsel,$3.00 ,409,2/4/2021,south
chartreuse morsel,$3.00 ,409,2/4/2021,east
chartreuse morsel,$3.00 ,464,2/4/2021,west
periwinkle morsel,$1.25 ,431,2/4/2021,north
periwinkle morsel,$1.25 ,432,2/4/2021,south
periwinkle morsel,$1.25 ,491,2/4/2021,east
periwinkle morsel,$1.25 ,433,2/4/2021,west
vermilion morsel,$4.99 ,408,2/4/2021,north
vermilion morsel,$4.99 ,496,2/4/2021,south
vermilion morsel,$4.99 ,445,2/4/2021,east
vermilion morsel,$4.99 ,410,2/4/2021,west
lapis morsel,$1.99 ,426,2/4/2021,north
lapis morsel,$1.99 ,436,2/4/2021,south
lapis morsel,$1.99 ,424,2/4/2021,east
lapis morsel,$1.99 ,469,2/4/2021,west
pink morsel,$5.00 ,437,2/5/2021,north
pink morsel,$5.00 ,459,2/5/2021,south
pink morsel,$5.00 ,443,2/5/2021,east
pink morsel,$5.00 ,410,2/5/2021,west
gold morsel,$9.99 ,478,2/5/2021,north
gold morsel,$9.99 ,497,2/5/2021,south
gold morsel,$9.99 ,459,2/5/2021,east
gold morsel,$9.99 ,431,2/5/2021,west
magenta morsel,$2.50 ,475,2/5/2021,north
magenta morsel,$2.50 ,470,2/5/2021,south
magenta morsel,$2.50 ,455,2/5/2021,east
magenta morsel,$2.50 ,470,2/5/2021,west
chartreuse morsel,$3.00 ,412,2/5/2021,north
chartreuse morsel,$3.00 ,424,2/5/2021,south
chartreuse morsel,$3.00 ,424,2/5/2021,east
chartreuse morsel,$3.00 ,473,2/5/2021,west
periwinkle morsel,$1.25 ,417,2/5/2021,north
periwinkle morsel,$1.25 ,445,2/5/2021,south
periwinkle morsel,$1.25 ,408,2/5/2021,east
periwinkle morsel,$1.25 ,425,2/5/2021,west
vermilion morsel,$4.99 ,498,2/5/2021,north
vermilion morsel,$4.99 ,469,2/5/2021,south
vermilion morsel,$4.99 ,433,2/5/2021,east
vermilion morsel,$4.99 ,410,2/5/2021,west
lapis morsel,$1.99 ,401,2/5/2021,north
lapis morsel,$1.99 ,487,2/5/2021,south
lapis morsel,$1.99 ,424,2/5/2021,east
lapis morsel,$1.99 ,431,2/5/2021,west
pink morsel,$5.00 ,445,2/6/2021,north
pink morsel,$5.00 ,481,2/6/2021,south
pink morsel,$5.00 ,419,2/6/2021,east
pink morsel,$5.00 ,440,2/6/2021,west
gold morsel,$9.99 ,406,2/6/2021,north
gold morsel,$9.99 ,481,2/6/2021,south
gold morsel,$9.99 ,418,2/6/2021,east
gold morsel,$9.99 ,465,2/6/2021,west
magenta morsel,$2.50 ,419,2/6/2021,north
magenta morsel,$2.50 ,436,2/6/2021,south
magenta morsel,$2.50 ,430,2/6/2021,east
magenta morsel,$2.50 ,467,2/6/2021,west
chartreuse morsel,$3.00 ,453,2/6/2021,north
chartreuse morsel,$3.00 ,483,2/6/2021,south
chartreuse morsel,$3.00 ,461,2/6/2021,east
chartreuse morsel,$3.00 ,475,2/6/2021,west
periwinkle morsel,$1.25 ,499,2/6/2021,north
periwinkle morsel,$1.25 ,484,2/6/2021,south
periwinkle morsel,$1.25 ,440,2/6/2021,east
periwinkle morsel,$1.25 ,456,2/6/2021,west
vermilion morsel,$4.99 ,494,2/6/2021,north
vermilion morsel,$4.99 ,421,2/6/2021,south
vermilion morsel,$4.99 ,441,2/6/2021,east
vermilion morsel,$4.99 ,477,2/6/2021,west
lapis morsel,$1.99 ,411,2/6/2021,north
lapis morsel,$1.99 ,430,2/6/2021,south
lapis morsel,$1.99 ,448,2/6/2021,east
lapis morsel,$1.99 ,490,2/6/2021,west
pink morsel,$5.00 ,414,2/7/2021,north
pink morsel,$5.00 ,413,2/7/2021,south
pink morsel,$5.00 ,416,2/7/2021,east
pink morsel,$5.00 ,402,2/7/2021,west
gold morsel,$9.99 ,435,2/7/2021,north
gold morsel,$9.99 ,421,2/7/2021,south
gold morsel,$9.99 ,439,2/7/2021,east
gold morsel,$9.99 ,455,2/7/2021,west
magenta morsel,$2.50 ,414,2/7/2021,north
magenta morsel,$2.50 ,445,2/7/2021,south
magenta morsel,$2.50 ,491,2/7/2021,east
magenta morsel,$2.50 ,494,2/7/2021,west
chartreuse morsel,$3.00 ,482,2/7/2021,north
chartreuse morsel,$3.00 ,478,2/7/2021,south
chartreuse morsel,$3.00 ,471,2/7/2021,east
chartreuse morsel,$3.00 ,441,2/7/2021,west
periwinkle morsel,$1.25 ,483,2/7/2021,north
periwinkle morsel,$1.25 ,466,2/7/2021,south
periwinkle morsel,$1.25 ,414,2/7/2021,east
periwinkle morsel,$1.25 ,500,2/7/2021,west
vermilion morsel,$4.99 ,438,2/7/2021,north
vermilion morsel,$4.99 ,479,2/7/2021,south
vermilion morsel,$4.99 ,403,2/7/2021,east
vermilion morsel,$4.99 ,418,2/7/2021,west
lapis morsel,$1.99 ,435,2/7/2021,north
lapis morsel,$1.99 ,427,2/7/2021,south
lapis morsel,$1.99 ,403,2/7/2021,east
lapis morsel,$1.99 ,482,2/7/2021,west
pink morsel,$5.00 ,479,2/8/2021,north
pink morsel,$5.00 ,469,2/8/2021,south
pink morsel,$5.00 ,417,2/8/2021,east
pink morsel,$5.00 ,450,2/8/2021,west
gold morsel,$9.99 ,407,2/8/2021,north
gold morsel,$9.99 ,451,2/8/2021,south
gold morsel,$9.99 ,423,2/8/2021,east
gold morsel,$9.99 ,472,2/8/2021,west
magenta morsel,$2.50 ,432,2/8/2021,north
magenta morsel,$2.50 ,493,2/8/2021,south
magenta morsel,$2.50 ,409,2/8/2021,east
magenta morsel,$2.50 ,459,2/8/2021,west
chartreuse morsel,$3.00 ,463,2/8/2021,north
chartreuse morsel,$3.00 ,494,2/8/2021,south
chartreuse morsel,$3.00 ,405,2/8/2021,east
chartreuse morsel,$3.00 ,483,2/8/2021,west
periwinkle morsel,$1.25 ,490,2/8/2021,north
periwinkle morsel,$1.25 ,448,2/8/2021,south
periwinkle morsel,$1.25 ,435,2/8/2021,east
periwinkle morsel,$1.25 ,482,2/8/2021,west
vermilion morsel,$4.99 ,424,2/8/2021,north
vermilion morsel,$4.99 ,410,2/8/2021,south
vermilion morsel,$4.99 ,496,2/8/2021,east
vermilion morsel,$4.99 ,414,2/8/2021,west
lapis morsel,$1.99 ,486,2/8/2021,north
lapis morsel,$1.99 ,441,2/8/2021,south
lapis morsel,$1.99 ,462,2/8/2021,east
lapis morsel,$1.99 ,404,2/8/2021,west
pink morsel,$5.00 ,409,2/9/2021,north
pink morsel,$5.00 ,469,2/9/2021,south
pink morsel,$5.00 ,491,2/9/2021,east
pink morsel,$5.00 ,452,2/9/2021,west
gold morsel,$9.99 ,487,2/9/2021,north
gold morsel,$9.99 ,473,2/9/2021,south
gold morsel,$9.99 ,413,2/9/2021,east
gold morsel,$9.99 ,487,2/9/2021,west
magenta morsel,$2.50 ,471,2/9/2021,north
magenta morsel,$2.50 ,481,2/9/2021,south
magenta morsel,$2.50 ,418,2/9/2021,east
magenta morsel,$2.50 ,414,2/9/2021,west
chartreuse morsel,$3.00 ,425,2/9/2021,north
chartreuse morsel,$3.00 ,467,2/9/2021,south
chartreuse morsel,$3.00 ,485,2/9/2021,east
chartreuse morsel,$3.00 ,455,2/9/2021,west
periwinkle morsel,$1.25 ,445,2/9/2021,north
periwinkle morsel,$1.25 ,467,2/9/2021,south
periwinkle morsel,$1.25 ,485,2/9/2021,east
periwinkle morsel,$1.25 ,491,2/9/2021,west
vermilion morsel,$4.99 ,420,2/9/2021,north
vermilion morsel,$4.99 ,495,2/9/2021,south
vermilion morsel,$4.99 ,488,2/9/2021,east
vermilion morsel,$4.99 ,447,2/9/2021,west
lapis morsel,$1.99 ,412,2/9/2021,north
lapis morsel,$1.99 ,442,2/9/2021,south
lapis morsel,$1.99 ,435,2/9/2021,east
lapis morsel,$1.99 ,421,2/9/2021,west
pink morsel,$5.00 ,426,2/10/2021,north
pink morsel,$5.00 ,407,2/10/2021,south
pink morsel,$5.00 ,409,2/10/2021,east
pink morsel,$5.00 ,429,2/10/2021,west
gold morsel,$9.99 ,469,2/10/2021,north
gold morsel,$9.99 ,426,2/10/2021,south
gold morsel,$9.99 ,462,2/10/2021,east
gold morsel,$9.99 ,461,2/10/2021,west
magenta morsel,$2.50 ,403,2/10/2021,north
magenta morsel,$2.50 ,472,2/10/2021,south
magenta morsel,$2.50 ,449,2/10/2021,east
magenta morsel,$2.50 ,412,2/10/2021,west
chartreuse morsel,$3.00 ,477,2/10/2021,north
chartreuse morsel,$3.00 ,417,2/10/2021,south
chartreuse morsel,$3.00 ,447,2/10/2021,east
chartreuse morsel,$3.00 ,407,2/10/2021,west
periwinkle morsel,$1.25 ,491,2/10/2021,north
periwinkle morsel,$1.25 ,420,2/10/2021,south
periwinkle morsel,$1.25 ,438,2/10/2021,east
periwinkle morsel,$1.25 ,500,2/10/2021,west
vermilion morsel,$4.99 ,494,2/10/2021,north
vermilion morsel,$4.99 ,467,2/10/2021,south
vermilion morsel,$4.99 ,458,2/10/2021,east
vermilion morsel,$4.99 ,466,2/10/2021,west
lapis morsel,$1.99 ,437,2/10/2021,north
lapis morsel,$1.99 ,410,2/10/2021,south
lapis morsel,$1.99 ,460,2/10/2021,east
lapis morsel,$1.99 ,422,2/10/2021,west
pink morsel,$5.00 ,464,2/11/2021,north
pink morsel,$5.00 ,470,2/11/2021,south
pink morsel,$5.00 ,417,2/11/2021,east
